0,0
1,2
2,3
3,4
4,5
5,7
6,8
7,10
8,11
9,13
10,14
11,17
12,19
13,22
14,23
15,25
16,28
17,30
18,31
19,35
20,36
21,38
22,39
23,40
24,43
25,45
26,48
27,50
28,53
29,54
